sample,total_count,population,count,percentage
sample09723,103196,cd8_t_cell,29388,28.4778479786
sample09723,103196,monocyte,14913,14.4511415171
sample09723,103196,nk_cell,16858,16.3359044924
sample09724,92243,b_cell,11278,12.2264020034
sample09724,92243,cd4_t_cell,37932,41.1218195419
sample09724,92243,cd8_t_cell,20847,22.6000888956
sample09724,92243,monocyte,12748,13.8200188632
sample09724,92243,nk_cell,9438,10.2316706959
sample09725,110968,b_cell,14599,13.1560449859
sample09725,110968,cd4_t_cell,30848,27.7990051186
sample09725,110968,cd8_t_cell,30990,27.9269699373
sample09725,110968,monocyte,20351,18.3395213034
sample09725,110968,nk_cell,14180,12.7784586547
sample09726,102958,b_cell,11374,11.0472231395
sample09726,102958,cd4_t_cell,32539,31.6041492647
sample09726,102958,cd8_t_cell,28742,27.9162376892
sample09726,102958,monocyte,18301,17.7752093087
sample09726,102958,nk_cell,12002,11.6571805979
sample09727,93156,b_cell,10356,11.1168362746
sample09727,93156,cd4_t_cell,23715,25.4572974366
sample09727,93156,cd8_t_cell,29092,31.2293357379
sample09727,93156,monocyte,16082,17.2635149641
sample09727,93156,nk_cell,13911,14.9330155868
sample09728,90462,b_cell,5655,6.2512436161
sample09728,90462,cd4_t_cell,34133,37.7318653136
sample09728,90462,cd8_t_cell,24494,27.0765625345
sample09728,90462,monocyte,14415,15.9348676792
sample09728,90462,nk_cell,11765,13.0054608565
sample09729,92707,b_cell,14029,15.1326221321
sample09729,92707,cd4_t_cell,27322,29.4713452059
sample09729,92707,cd8_t_cell,23870,25.7477860356
sample09729,92707,monocyte,16387,17.6761193869
sample09729,92707,nk_cell,11099,11.9721272396
sample09730,94595,b_cell,12193,12.8896876156
sample09730,94595,cd4_t_cell,28760,30.4032982716
sample09730,94595,cd8_t_cell,25103,26.5373434114
sample09730,94595,monocyte,18284,19.3287171626
sample09730,94595,nk_cell,10255,10.8409535388
sample09731,102159,b_cell,8528,8.3477716109
sample09731,102159,cd4_t_cell,33724,33.0112863282
sample09731,102159,cd8_t_cell,21870,21.4078054797
sample09731,102159,monocyte,17815,17.4385027261
sample09731,102159,nk_cell,20222,19.7946338551
sample09732,94836,b_cell,10693,11.2752541229
sample09732,94836,cd4_t_cell,28521,30.0740225231
sample09732,94836,cd8_t_cell,21141,22.2921675313
sample09732,94836,monocyte,22439,23.6608460922
sample09732,94836,nk_cell,12042,12.6977097305
sample09733,107448,b_cell,12856,11.9648574194
sample09733,107448,cd4_t_cell,26198,24.3820266548
sample09733,107448,cd8_t_cell,18194,16.9328419328
sample09733,107448,monocyte,32861,30.5831658104
sample09733,107448,nk_cell,17339,16.1371081826
sample09734,108858,b_cell,17026,15.6405592607
sample09734,108858,cd4_t_cell,31458,28.8981976520
sample09734,108858,cd8_t_cell,21740,19.9709713572
sample09734,108858,monocyte,20886,19.1864630987
sample09734,108858,nk_cell,17748,16.3038086314
sample09735,110422,b_cell,14268,12.9213381391
sample09735,110422,cd4_t_cell,27835,25.2078390176
sample09735,110422,cd8_t_cell,32183,29.1454601438
sample09735,110422,monocyte,15417,13.9618916520
sample09735,110422,nk_cell,20719,18.7634710474
sample09736,93554,b_cell,15176,16.2216473908
sample09736,93554,cd4_t_cell,21830,23.3341171943
sample09736,93554,cd8_t_cell,31389,33.5517455160
sample09736,93554,monocyte,12708,13.5835987772
sample09736,93554,nk_cell,12451,13.3088911217
sample09737,93632,b_cell,7279,7.7740516063
sample09737,93632,cd4_t_cell,27898,29.7953691046
sample09737,93632,cd8_t_cell,32390,34.5928742310
sample09737,93632,monocyte,11293,12.0610475051
sample09737,93632,nk_cell,14772,15.7766575530
sample09738,98545,b_cell,6629,6.7268760465
sample09738,98545,cd4_t_cell,28285,28.7026231671
sample09738,98545,cd8_t_cell,24084,24.4395961236
sample09738,98545,monocyte,20877,21.1852453194
sample09738,98545,nk_cell,18670,18.9456593434
sample09739,102676,b_cell,12892,12.5560014025
sample09739,102676,cd4_t_cell,35497,34.5718571039
sample09739,102676,cd8_t_cell,24406,23.7699170205
sample09739,102676,monocyte,11144,10.8535587674
sample09739,102676,nk_cell,18737,18.2486657057
sample09740,108311,b_cell,8584,7.9253261442
sample09740,108311,cd4_t_cell,27754,25.6243594833
sample09740,108311,cd8_t_cell,34264,31.6348293340
sample09740,108311,monocyte,22409,20.6894959884
sample09740,108311,nk_cell,15300,14.1259890501
sample09741,92733,b_cell,6732,7.2595516159
sample09741,92733,cd4_t_cell,34188,36.8671346770
sample09741,92733,cd8_t_cell,22645,24.4195701638
sample09741,92733,monocyte,15094,16.2768378032
sample09741,92733,nk_cell,14074,15.1769057401
sample09742,97159,b_cell,11010,11.3319404275
sample09742,97159,cd4_t_cell,21988,22.6309451518
sample09742,97159,cd8_t_cell,28696,29.5350919627
sample09742,97159,monocyte,22175,22.8234131681
sample09742,97159,nk_cell,13290,13.6786092899
sample09743,96627,b_cell,13039,13.4941579476
sample09743,96627,cd4_t_cell,22073,22.8435116479
sample09743,96627,cd8_t_cell,27945,28.9204880623
sample09743,96627,monocyte,17638,18.2536972068
sample09743,96627,nk_cell,15932,16.4881451354
sample09744,93379,b_cell,9453,10.1232611187
sample09744,93379,cd4_t_cell,17829,19.0931579906
sample09744,93379,cd8_t_cell,29073,31.1344092355
sample09744,93379,monocyte,22592,24.1938765675
sample09744,93379,nk_cell,14432,15.4552950878
sample09745,91882,b_cell,7742,8.4260246838
sample09745,91882,cd4_t_cell,31781,34.5889292789
sample09745,91882,cd8_t_cell,26062,28.3646416055
sample09745,91882,monocyte,14385,15.6559500229
sample09745,91882,nk_cell,11912,12.9644544089
sample09746,91888,b_cell,11866,12.9135469267
sample09746,91888,cd4_t_cell,26851,29.2214434964
sample09746,91888,cd8_t_cell,13634,14.8376284172
sample09746,91888,monocyte,17590,19.1428695804
sample09746,91888,nk_cell,21947,23.8845115793
sample09747,89582,b_cell,7954,8.8790158737
sample09747,89582,cd4_t_cell,26990,30.1288205220
sample09747,89582,cd8_t_cell,18930,21.1314773057
sample09747,89582,monocyte,22446,25.0563729321
sample09747,89582,nk_cell,13262,14.8043133665
sample09748,95057,b_cell,10851,11.4152561095
sample09748,95057,cd4_t_cell,24275,25.5373091934
sample09748,95057,cd8_t_cell,26260,27.6255299452
sample09748,95057,monocyte,16897,17.7756503992
sample09748,95057,nk_cell,16774,17.6462543527
sample09749,107499,b_cell,16180,15.0513028028
sample09749,107499,cd4_t_cell,28106,26.1453594917
sample09749,107499,cd8_t_cell,18545,17.2513232681
sample09749,107499,monocyte,22583,21.0076372803
sample09749,107499,nk_cell,22085,20.5443771570
sample09750,93547,b_cell,7024,7.5085251264
sample09750,93547,cd4_t_cell,27323,29.2077779084
sample09750,93547,cd8_t_cell,21467,22.9478230194
sample09750,93547,monocyte,19913,21.2866259741
sample09750,93547,nk_cell,17820,19.0492479716
sample09751,92227,b_cell,5777,6.2638923526
sample09751,92227,cd4_t_cell,23785,25.7896277663
sample09751,92227,cd8_t_cell,28871,31.3042818264
sample09751,92227,monocyte,19979,21.6628536112
sample09751,92227,nk_cell,13815,14.9793444436
sample09752,97287,b_cell,12285,12.6275864196
sample09752,97287,cd4_t_cell,25507,26.2183025481
sample09752,97287,cd8_t_cell,29721,30.5498165222
sample09752,97287,monocyte,14527,14.9321080926
sample09752,97287,nk_cell,15247,15.6721864175
sample09753,99298,b_cell,11609,11.6910713207
sample09753,99298,cd4_t_cell,29347,29.5544723962
sample09753,99298,cd8_t_cell,25312,25.4909464440
sample09753,99298,monocyte,23405,23.5704646619
sample09753,99298,nk_cell,9625,9.6930451771
sample09754,96477,b_cell,3861,4.0019901116
sample09754,96477,cd4_t_cell,32891,34.0920633933
sample09754,96477,cd8_t_cell,25558,26.4912880790
sample09754,96477,monocyte,23274,24.1238844491
sample09754,96477,nk_cell,10893,11.2907739669
sample09755,97100,b_cell,6620,6.8177136972
sample09755,97100,cd4_t_cell,30507,31.4181256437
sample09755,97100,cd8_t_cell,28489,29.3398558187
sample09755,97100,monocyte,17269,17.7847579815
sample09755,97100,nk_cell,14215,14.6395468589
sample09756,89579,b_cell,9778,10.9155047500
sample09756,89579,cd4_t_cell,31469,35.1298853526
sample09756,89579,cd8_t_cell,18526,20.6811864388
sample09756,89579,monocyte,14994,16.7382980386
sample09756,89579,nk_cell,14812,16.5351254200
sample09757,93793,b_cell,9626,10.2630260254
sample09757,93793,cd4_t_cell,30547,32.5685285682
sample09757,93793,cd8_t_cell,25200,26.8676766923
sample09757,93793,monocyte,13309,14.1897582975
sample09757,93793,nk_cell,15111,16.1110104166
sample09758,93732,b_cell,10564,11.2704305893
sample09758,93732,cd4_t_cell,26514,28.2870311100
sample09758,93732,cd8_t_cell,23458,25.0266717876
sample09758,93732,monocyte,18142,19.3551828618
sample09758,93732,nk_cell,15054,16.0606836513
sample09759,93899,b_cell,13781,14.6764076295
sample09759,93899,cd4_t_cell,34319,36.5488450356
sample09759,93899,cd8_t_cell,17136,18.2493956272
sample09759,93899,monocyte,16625,17.7051938785
sample09759,93899,nk_cell,12038,12.8201578292
sample09760,94986,b_cell,5693,5.9935148338
sample09760,94986,cd4_t_cell,28733,30.2497210115
sample09760,94986,cd8_t_cell,25197,26.5270671467
sample09760,94986,monocyte,23650,24.8984060809
sample09760,94986,nk_cell,11713,12.3312909271
sample09761,110122,b_cell,8278,7.5171173789
sample09761,110122,cd4_t_cell,34741,31.5477379633
sample09761,110122,cd8_t_cell,22947,20.8377980785
sample09761,110122,monocyte,20461,18.5803018470
sample09761,110122,nk_cell,23695,21.5170447322
sample09762,107288,b_cell,8345,7.7781298934
sample09762,107288,cd4_t_cell,27326,25.4697636269
sample09762,107288,cd8_t_cell,34306,31.9756170308
sample09762,107288,monocyte,19490,18.1660577138
sample09762,107288,nk_cell,17821,16.6104317351
sample09763,110474,b_cell,10736,9.7181237214
sample09763,110474,cd4_t_cell,43833,39.6772091171
sample09763,110474,cd8_t_cell,30766,27.8490866629
sample09763,110474,monocyte,13572,12.2852435867
sample09763,110474,nk_cell,11567,10.4703369119
sample09764,104839,b_cell,8798,8.3919152224
sample09764,104839,cd4_t_cell,32026,30.5477923292
sample09764,104839,cd8_t_cell,21433,20.4437280020
sample09764,104839,monocyte,23922,22.8178445044
sample09764,104839,nk_cell,18660,17.7987199420
sample09765,109863,b_cell,10095,9.1887168564
sample09765,109863,cd4_t_cell,30634,27.8838189381
sample09765,109863,cd8_t_cell,24305,22.1230077460
sample09765,109863,monocyte,26924,24.5068858487
sample09765,109863,nk_cell,17905,16.2975706107
sample09766,111288,b_cell,9390,8.4375673927
sample09766,111288,cd4_t_cell,22827,20.5116454604
sample09766,111288,cd8_t_cell,30187,27.1251168140
sample09766,111288,monocyte,22225,19.9707066350
sample09766,111288,nk_cell,26659,23.9549636978
sample09767,103458,b_cell,9118,8.8132382223
sample09767,103458,cd4_t_cell,32782,31.6862881556
sample09767,103458,cd8_t_cell,29922,28.9218813432
sample09767,103458,monocyte,16715,16.1563146398
sample09767,103458,nk_cell,14921,14.4222776392
sample09768,102795,b_cell,9657,9.3944257989
sample09768,102795,cd4_t_cell,33673,32.7574298361
sample09768,102795,cd8_t_cell,27380,26.6355367479
sample09768,102795,monocyte,17287,16.8169658057
sample09768,102795,nk_cell,14798,14.3956418114
sample09769,98201,b_cell,9238,9.4072361789
sample09769,98201,cd4_t_cell,31533,32.1106709708
sample09769,98201,cd8_t_cell,25998,26.4742721561
sample09769,98201,monocyte,17721,18.0456410831
sample09769,98201,nk_cell,13711,13.9621796112
sample09770,108116,b_cell,8409,7.7777572237
sample09770,108116,cd4_t_cell,32397,29.9650375523
sample09770,108116,cd8_t_cell,25213,23.3203226164
sample09770,108116,monocyte,20637,19.0878315883
sample09770,108116,nk_cell,21460,19.8490510193
sample09771,104722,b_cell,11701,11.1733924104
sample09771,104722,cd4_t_cell,24688,23.5747980367
sample09771,104722,cd8_t_cell,20630,19.6997765512
sample09771,104722,monocyte,34586,33.0264891809
sample09771,104722,nk_cell,13117,12.5255438208
sample09772,104436,b_cell,14047,13.4503427937
sample09772,104436,cd4_t_cell,34759,33.2825845494
sample09772,104436,cd8_t_cell,22696,21.7319698188
sample09772,104436,monocyte,23756,22.7469454977
sample09772,104436,nk_cell,9178,8.7881573404
sample09773,94608,b_cell,11181,11.8182394723
sample09773,94608,cd4_t_cell,25306,26.7482665314
sample09773,94608,cd8_t_cell,24078,25.4502790462
sample09773,94608,monocyte,16372,17.3050904786
sample09773,94608,nk_cell,17671,18.6781244715
sample09774,107315,b_cell,8954,8.3436611844
sample09774,107315,cd4_t_cell,26678,24.8595256954
sample09774,107315,cd8_t_cell,36062,33.6038764385
sample09774,107315,monocyte,17376,16.1915855193
sample09774,107315,nk_cell,18245,17.0013511625
sample09775,90178,b_cell,8800,9.7584776775
sample09775,90178,cd4_t_cell,23392,25.9398079354
sample09775,90178,cd8_t_cell,24231,26.8701900685
sample09775,90178,monocyte,19752,21.9033467143
sample09775,90178,nk_cell,14003,15.5281776043
sample09776,88771,b_cell,8694,9.7937389463
sample09776,88771,cd4_t_cell,26330,29.6605873540
sample09776,88771,cd8_t_cell,24895,28.0440684458
sample09776,88771,monocyte,14020,15.7934460578
sample09776,88771,nk_cell,14832,16.7081591961
sample09777,89669,b_cell,13686,15.2627998528
sample09777,89669,cd4_t_cell,24820,27.6795771114
sample09777,89669,cd8_t_cell,24679,27.5223321326
sample09777,89669,monocyte,12790,14.2635693495
sample09777,89669,nk_cell,13694,15.2717215537
sample09778,102669,b_cell,6327,6.1625222803
sample09778,102669,cd4_t_cell,23218,22.6144211008
sample09778,102669,cd8_t_cell,28444,27.7045651560
sample09778,102669,monocyte,32634,31.7856412354
sample09778,102669,nk_cell,12046,11.7328502274
sample09779,97758,b_cell,7653,7.8285153133
sample09779,97758,cd4_t_cell,32152,32.8893798973
sample09779,97758,cd8_t_cell,26952,27.5701221383
sample09779,97758,monocyte,14603,14.9379078950
sample09779,97758,nk_cell,16398,16.7740747560
sample09780,93779,b_cell,12280,13.0946160654
sample09780,93779,cd4_t_cell,22669,24.1727892172
sample09780,93779,cd8_t_cell,28274,30.1496070549
sample09780,93779,monocyte,15789,16.8363919428
sample09780,93779,nk_cell,14767,15.7465957197
sample09781,109127,b_cell,7555,6.9231262657
sample09781,109127,cd4_t_cell,38843,35.5943075499
sample09781,109127,cd8_t_cell,29016,26.5892034052
sample09781,109127,monocyte,17578,16.1078376570
sample09781,109127,nk_cell,16135,14.7855251221
sample09782,100016,b_cell,7429,7.4278115502
sample09782,100016,cd4_t_cell,26234,26.2298032315
sample09782,100016,cd8_t_cell,19811,19.8078307471
sample09782,100016,monocyte,26479,26.4747640378
sample09782,100016,nk_cell,20063,20.0597904335
sample09783,98229,b_cell,10194,10.3777906728
sample09783,98229,cd4_t_cell,26847,27.3310325871
sample09783,98229,cd8_t_cell,20951,21.3287318409
sample09783,98229,monocyte,25465,25.9241160961
sample09783,98229,nk_cell,14772,15.0383288031
sample09784,102119,b_cell,9012,8.8249982863
sample09784,102119,cd4_t_cell,32397,31.7247524946
sample09784,102119,cd8_t_cell,23399,22.9134637041
sample09784,102119,monocyte,19831,19.4195007785
sample09784,102119,nk_cell,17480,17.1172847364
sample09785,95332,b_cell,9928,10.4141316662
sample09785,95332,cd4_t_cell,29607,31.0567280661
sample09785,95332,cd8_t_cell,20508,21.5121889817
sample09785,95332,monocyte,18240,19.1331347292
sample09785,95332,nk_cell,17049,17.8838165569
sample09786,107936,b_cell,14139,13.0994292914
sample09786,107936,cd4_t_cell,37250,34.5111918174
sample09786,107936,cd8_t_cell,24089,22.3178550252
sample09786,107936,monocyte,19134,17.7271716573
sample09786,107936,nk_cell,13324,12.3443522087
sample09787,93145,b_cell,8805,9.4530033818
sample09787,93145,cd4_t_cell,28658,30.7670835794
sample09787,93145,cd8_t_cell,22564,24.2245960599
sample09787,93145,monocyte,17044,18.2983520318
sample09787,93145,nk_cell,16074,17.2569649471
sample09788,109248,b_cell,11484,10.5118629174
sample09788,109248,cd4_t_cell,35384,32.3886936145
sample09788,109248,cd8_t_cell,24697,22.6063635032
sample09788,109248,monocyte,20414,18.6859256005
sample09788,109248,nk_cell,17269,15.8071543644
sample09789,105851,b_cell,11326,10.6999461507
sample09789,105851,cd4_t_cell,30396,28.7158364116
sample09789,105851,cd8_t_cell,19227,18.1642119583
sample09789,105851,monocyte,21338,20.1585247187
sample09789,105851,nk_cell,23564,22.2614807607
sample09790,104270,b_cell,14192,13.6108180685
sample09790,104270,cd4_t_cell,27424,26.3009494581
sample09790,104270,cd8_t_cell,17990,17.2532847415
sample09790,104270,monocyte,23612,22.6450561043
sample09790,104270,nk_cell,21052,20.1898916275
sample09791,106330,b_cell,6783,6.3791968400
sample09791,106330,cd4_t_cell,37623,35.3832408539
sample09791,106330,cd8_t_cell,23027,21.6561647701
sample09791,106330,monocyte,26618,25.0333866265
sample09791,106330,nk_cell,12279,11.5480109094
sample09792,104251,b_cell,10584,10.1524206003
sample09792,104251,cd4_t_cell,31436,30.1541472024
sample09792,104251,cd8_t_cell,29091,27.9047682996
sample09792,104251,monocyte,21380,20.5081965641
sample09792,104251,nk_cell,11760,11.2804673336
sample09793,95391,b_cell,9062,9.4998479940
sample09793,95391,cd4_t_cell,29820,31.2608107683
sample09793,95391,cd8_t_cell,20488,21.4779172039
sample09793,95391,monocyte,20470,21.4590474992
sample09793,95391,nk_cell,15551,16.3023765345
sample09794,93423,b_cell,11669,12.4905001980
sample09794,93423,cd4_t_cell,24501,26.2258758550
sample09794,93423,cd8_t_cell,23735,25.4059492844
sample09794,93423,monocyte,20248,21.6734637081
sample09794,93423,nk_cell,13270,14.2042109545
sample09795,108746,b_cell,14558,13.3871590679
sample09795,108746,cd4_t_cell,34861,32.0572710720
sample09795,108746,cd8_t_cell,34150,31.4034539201
sample09795,108746,monocyte,10896,10.0196788847
sample09795,108746,nk_cell,14281,13.1324370552
sample09796,95531,b_cell,4874,5.1020087720
sample09796,95531,cd4_t_cell,32376,33.8905695533
sample09796,95531,cd8_t_cell,23396,24.4904795302
sample09796,95531,monocyte,19435,20.3441814699
sample09796,95531,nk_cell,15450,16.1727606745
sample09797,94563,b_cell,8582,9.0754311940
sample09797,94563,cd4_t_cell,27686,29.2778359401
sample09797,94563,cd8_t_cell,31154,32.9452322790
sample09797,94563,monocyte,18842,19.9253407781
sample09797,94563,nk_cell,8299,8.7761598088
sample09798,98599,b_cell,10587,10.7374314141
sample09798,98599,cd4_t_cell,24334,24.6797634864
sample09798,98599,cd8_t_cell,31452,31.8989036400
sample09798,98599,monocyte,21667,21.9748678993
sample09798,98599,nk_cell,10559,10.7090335602
sample09799,109966,b_cell,6724,6.1146172453
sample09799,109966,cd4_t_cell,41376,37.6261753633
sample09799,109966,cd8_t_cell,25181,22.8988960224
sample09799,109966,monocyte,21564,19.6096975429
sample09799,109966,nk_cell,15121,13.7506138261
sample09800,92693,b_cell,7020,7.5733874187
sample09800,92693,cd4_t_cell,26546,28.6386242758
sample09800,92693,cd8_t_cell,24234,26.1443690462
